,sentiment,content
10307,neutral,"Patay na pala si Pat Morita, the sensei on Karate Kid. &quot;Wax on, wax off.&quot;  http://plurk.com/p/x2gey"
10308,neutral,@klee123 It wasn't loading.
10310,neutral,"@cloudconnected  won't be out until august, but MAYBE someone really fast will xlate it &lt;3"
10321,neutral,"@mileycyrus Miley, I tried voting for you, and it wont let me vote for some reason  Ill try back a little later! &lt;3"
10329,neutral,@laccboner man I can cut my hair now. I mean not with cory.  procuts here I come.
10333,neutral,eating lunch cant wait till 6 off work but gotta work tomorrow
10335,neutral,@cascandar We are working
10342,neutral,Boognish wishes Clemmie would be nice to me  http://apps.facebook.com/catbook/profile/view/6831309
10344,neutral,oooh gosh Google Wave is looking pretty sexy. Lunch time's over though  Back to Powerpoint (significantly less sexy)
10350,neutral,showed my fluids decreasing slightly. So doesn't look like she's letting me out of this bed anytime soon  I have a follow up U/S next week
10357,neutral,"hmm, anyone else have their iPhone's earphones' grey rubber disintegrating?"
10359,neutral,@sugarsharrk Hey I was scared last night at 3:17 because of you... and I had several bad nightmares
10370,neutral,@Puddynface2 I just heard from Brendan (DJ) that there isn't a party on the boat this weekend
10372,neutral,@TuesdayKnight oh no....u don't have to hit him up. He had a family emergency so there was a lil delay. Just can't wait to see them
10379,neutral,He's off!
10380,neutral,@Jonasbrothers  Hi jonas brothers  you came to argentina la otra vez
10388,neutral,p.s. @AinsleyKerr thought you were gonna follow me back on twit-har ?
10398,neutral,@NewJourney09 Hey! How u feeling? I know Charla hit me to see there were any places she can go..too young  Did she have fun?
10407,neutral,"Is on her way to nottingham! ICOF tonight, then no more gigs umtil download. Fail"
10416,neutral,"http://twitpic.com/675t7 - Square B - she is sad because she wasn't there and now she's, well, square  (crocheted bee with poly fibe ..."
10417,neutral,@cloudconnected Actually I think the NA release date was confirmed for September so it's a bit more of a wait.
10418,neutral,"http://twitpic.com/675u6 - Square B - she is sad because she wasn't there and now she's, well, square  (crocheted bee with poly fibe ..."
10421,neutral,Sitting at the doctor's office.
10422,neutral,Have to run! I'll be on later and hopefully can catch everyone I missed today. Working on web is a bear and so I miss a lot.
10424,neutral,@Duncks   so not close enough that I could run out and get one
10425,neutral,Listening to Busted - 3AM. I miss them
10426,neutral,19 years for Phil Spector  http://bit.ly/199ZWD
10427,neutral,I'm saying my goodbye to my car for the next 2 weeks  I'm gonna miss it!!  Its going to come back beautiful though!!
10431,neutral,Can I bring yself to go for the 1000 Heroism badges achievement?
10432,neutral,Just passed the exit to Baltimore.
10433,neutral,@shinobistalin lord tariq hasnt been relevent since 98
10436,neutral,@msfeistus I AM A CHILD OF THE DIGITAL AGE I USE TWITTER TO ASK SUCH QUESTIONS do not bring logic into this
10454,neutral,Wanna go out
10464,neutral,just broke a vase that i didn't even get a chance to use
10475,neutral,@JammyRabbins i wish you were playing at MY prom
10476,neutral,@brandystrippers Oh No! Oprah jumped in front again
10477,neutral,@Mollotova i was going to cal you  i'm not going to be able to cuz i close tonight and open tomorrow i'm real sorry But i'll have present
10484,neutral,@OGBERRY cold &amp; raining in inglewood
10488,neutral,on my way to work! I am gonna miss general hospital
10491,neutral,I'm so hunrgy right now and these heels kill me I can hardly walk in them
10493,neutral,"just paid $221/mo for a dedicated server @GoDaddy. Would rather get a slice @slicehost, but I using MS SQL"
10498,neutral,@ahockley: get into terminal and kill -9 it.  which is really what force quit should do
10501,neutral,@Danyelle_Elaine lol y i see ya twitts all tha time n i didnt get this one till right now lol and u never get mines  damn twitta
10507,neutral,Workin.
10509,neutral,Shower head broke while i was in the shower and shot straight @ my head.may get a welt later on from it
10511,neutral,@ambbboo Playing with lighters fire matches and grass
10515,neutral,@temple3000 starbuck
10523,neutral,is working 4 to close
10530,neutral,@laccboner mom said no.
10535,neutral,Trying to find someone to go to the mall with.
10536,neutral,Running in the rain
10539,neutral,@Tamsin1234 and I didn't get your myspak comment  big sad
10540,neutral,charbotgreen has been suspended  &quot;unusual activity??&quot;
10541,neutral,Boreedd
10551,neutral,Sneezing hurts my back.
10558,neutral,"@lisafocat I know, they're shit. I am trying to sort out my portfolio and I don't know what to put in it!"
10563,neutral,Flat tire city
10565,neutral,@RespectMileyC can you follow me please?
10568,neutral,work work work!
10578,neutral,Itchy boobs!
10579,neutral,"fingers crossed that my neighbor can sign for my UPS package today, otherwise it may be bye-bye pretty skirts"
10586,neutral,- doesn`t have a phone.
10590,neutral,can sum1 tells me how 2 vote 4 miley? it seems sum peeple r still voting i went 2 mtv.com nd it seems i cant vote
10597,neutral,@Mandaril blocked on this end  I'll have to try and remember it for later
10599,neutral,PArts of me are starting to feel the effects of over tanning
10601,neutral,"@properhardcore Sorry, not getting the reference/meme"
10602,neutral,@marci723 OHH  yeah i sometimes forget  your in the other but cheek ok america
10611,neutral,So much for Skype for BlackBerry in May
10617,neutral,@iamdiddy Well....not the Spurs!!!
10618,neutral,Off to work
10623,neutral,@aldenpolicar good day sir. I'm hungry!
10646,neutral,Home from school. Out tonight? Probably not
10648,neutral,wtf?! my tweets aren't posting   super excited about the weekend! &lt;3jfg.
10652,neutral,@War_Man im fully obsessed with their burritos enchilado style. My mom doesnt wanna go with me tho
10653,neutral,"@Bunny90san ooo... No I believe they've all closed down, even the ones at the airport"
10654,neutral,@jessicaringle i have to work tonight.  *M*
10672,neutral,"Trying to open a .docx file on my virtual system while I'm under the dryer. But it only has Office 2007,"
10676,neutral,@chacesmithphoto will do! I may just have to keep it on my shelf with the rest of my old cameras
10695,neutral,Anybody want to bring me lunch?
10701,neutral,@ankita_gaba Our bids gone to waste? @Shadez won't even give us a look  #twpp
10702,neutral,@aeversman  CALL ME
10711,neutral,DAMN IT!! _____________
10713,neutral,Im so tired. And its so gloomy  what happeened ro summer?
10716,neutral,Tired beyond reason. I would rather be just about anything else other then tired
10718,neutral,"Note to self: don't wear steel toes to the court house, I'm just sayin"
10729,neutral,Justin's blanket shed black lint all over my white skirt.
10731,neutral,@featherblossoms I can't stream videos on my phone
10735,neutral,Heading home
10737,neutral,"is in Milton Keynes , leaving tomorrow"
10738,neutral,@dealseekingmom No problems here
10754,neutral,@saromadian srry can't go paintballing tonight  and there are no good movies out
10755,neutral,This is what I have to give a 7 day old baby  poor thing  http://yfrog.com/6pwwlj
10769,neutral,"@MichaelTao  i got one too, but it was on a usb key without the fancy packaging"
10771,neutral,@arisinterlude damn how you not gonna follow me son?
10785,neutral,@MindTweets I agree. Waiting for a video to buffer then finding it's just someone reading out loud (which I could do faster in my head) =
10786,neutral,@andyman264 not me.
10787,neutral,I REALLY think there is play-doh in my tastykake brownie
10796,neutral,God will 4pm please some sooner.
10797,neutral,I need to memorize julius caesar lines
10801,neutral,"Grilled again for dinner last night for the senior's final kairos dinner  Had steak, spicy mango sausages, hot wings, grilled vegi, corn!"
10805,neutral,@shanenassiri I just wish they would come down on their prices. I got a great deal on my mac but it took about 3 weeks of research
10813,neutral,"Pizza parties went well, but still invisible  I might as well be out with a bag over my head. Whatever!"
10814,neutral,going to work
10817,neutral,@lizard_lipz I don't know  I haven't heard from Lorraine recently.
10824,neutral,@djknucklehead I want one  wanna give me one? ;)
10827,neutral,@trpilot my baby shut me down
10845,neutral,"Oops - correction, it's @nowheremonastry.  Can't seem to spell worth a darn today..."
10877,neutral,But I do tweet about you
10878,neutral,"@ClarissaG Yeah, but you've got admire someone who takes job satisfaction to the Nth degree"
10879,neutral,its raining hard :|
10880,neutral,Does anyone know how to call an international cell phone in france? Because i sure dont
10881,neutral,I wanna Karaoke!  Instead...I get to go to work  Lameness
10882,neutral,@DuchessAmy
10883,neutral,at work
10884,neutral,cleaning time
10892,neutral,I wanna go to the extra show really bad
10894,neutral,@tommcfly tom do u have plans to germany?  answer this for ur germany fas
10901,neutral,is still working  #fb
10902,neutral,schade  #tv_addict
10905,neutral,#3wordsaftersex goodbye innocence!!!
10909,neutral,@tokiohotelusa did they have a video acceptance speech or anything? I can't watch the stream
10911,neutral,"fine, ill get myself some miso soup down the street"
10913,neutral,@shradhac uh oh
10919,neutral,"@GlamourFrog I so need a tweet editor. Yes, I meant it"
10922,neutral,Heather Anne Parry is only upto florence nightingale in history  this could take a while. http://tinyurl.com/kwgrh4
10935,neutral,"@dai_bach I'd suggest #pta for such alerts, but PTA generally stands for Parent Teacher Association in the US &amp; might confuse tweeps"
10937,neutral,"Home, getting ready to back to work on Monday.  Maternity leaves is up"
10941,neutral,@die_lavish i told diamond to follow you. and why u aitn share the starburst
10947,neutral,@EmmieLemmy no.  and she was suggesting it for loan deferment
10951,neutral,"after 4 years of trying, my cat today figured out how to open the under-the-sink cupboard.  time for a target run to buy safety locks"
10960,neutral,Hm... TweetDeck has lost all old replies.
10965,neutral,Hulu Desktop: http://www.hulu.com/labs/hulu-desktop  No Linux version  but atleast they have a Mac version
10970,neutral,I just realized that I can't forward text msgs with my iPhone.
10977,neutral,Whoishonorsociety &lt;never wear your pajama pants to school  &gt;
10983,neutral,@MiizLushious cop me some
10999,neutral,"@joeymcintyre Just wondering if you are going to put &quot;One Too Many&quot; on itunes.  I hope you do, it is the only cd of yours I don't have."
11001,neutral,"@LunaandLarrys - Love your desserts. Used to live in OR but now live in TX, so can't visit you."
11002,neutral,is  a very tired tweeter
11014,neutral,@RealAudreyKitch   awh why you there?
11015,neutral,Just saw a dark burgundy Scion xB. That dark shade makes it look like a minivan because the shawdows of the lines and curves are lost.
11036,neutral,There is one million people @ the DMV today.....
11038,neutral,warmed up nicely outside.  sucks being stuck inside coding
11041,neutral,way to not wait for me at my locker nd then just pass me in the hall nd not say anything
11049,neutral,He's off...again  i wish he would make up his frickin mind...
11054,neutral,Hum -1 for Bill Bailey
11056,neutral,Is it really almost time to go back to Chico? Im excited but at the same time going to miss home
11072,neutral,long day and i still have to mow the lawn
11075,neutral,@art_n_booklife I heard about that too... that seems an overreaction...
11077,neutral,"@brutalhoney I think #FF should be Feline Friday anyways, I want cat pictures. Maybe those are only for Caturday though"
11092,neutral,thinks she needs more followers. its still so warm  going cinema later t c night at the museum2
11098,neutral,Been i while since i've been on.... bogged under with exams!  Eugh. At least theres only 2 left!! Britains Got Talent!!
11101,neutral,going to work nightshift....
